id,price_doc
30902,2004226.5
30903,6948476.5
30904,8005957.5
30905,5663609.5
30906,6266061.0
30907,12301683.0
30908,4130734.5
30909,12520553.0
30910,6919275.0
30911,4217821.5
30912,6528448.5
30913,20280888.0
30914,6150393.5
30915,8023384.5
30916,5560610.0
30917,8619237.0
30918,6618077.5
30919,5049626.5
30920,4944945.0
30921,3897604.5
30922,5713987.5
30923,3347931.25
30924,5143857.0
30925,14069209.0
30926,6655433.0
30927,7780655.5
30928,4702691.0
30929,5156617.5
30930,10200574.0
30931,11006398.0
30932,5035550.5
30933,4563867.5
30934,13564102.0
30935,6745390.5
30936,7067396.0
30937,8838164.0
30938,3911270.0
30939,9445530.0
30940,6497051.5
30941,6397898.0
30942,3558916.0
30943,6635374.5
30944,4985996.0
30945,3639177.5
30946,13055222.0
30947,6839504.5
30948,8445307.0
30949,6167062.0
30950,6205362.0
30951,16263237.0
30952,7636526.5
30953,9918959.0
30954,4691801.0
30955,6485877.5
30956,6704095.5
30957,5849764.5
30958,27666438.0
30959,8159409.0
30960,7562458.5
30961,8887432.0
30962,11066264.0
30963,3670501.75
30964,4519464.0
30965,6863667.5
30966,12181833.0
30967,11453621.0
30968,3428495.75
30969,3466915.25
30970,6077887.0
30971,11299150.0
30972,3658472.75
30973,5156317.5
30974,5013451.0
30975,7603367.5
30976,5184655.5
30977,6945462.0
30978,7686386.0
30979,3437584.25
30980,7072574.5
30981,5666078.0
30982,6551725.0
30983,3861767.0
30984,5690891.5
30985,3595274.25
30986,9683551.0
30987,9141818.0
30988,6171651.0
30989,7498685.0
30990,12806790.0
30991,8950937.0
30992,2564718.75
30993,7420807.0
30994,4817629.0
30995,7003896.0
30996,5735755.5
30997,7040682.0
30998,6081650.0
30999,7018813.5
31000,8080161.5
31001,6292019.5
31002,9562232.0
31003,9493502.0
31004,4227260.5
31005,2700968.75
31006,7566729.0
31007,4466666.0
31008,5656867.0
31009,6456261.5
31010,6362194.5
31011,4130297.25
31012,5819533.0
31013,6949788.5
31014,15111659.0
31015,8007126.0
31016,4080258.75
31017,9528896.0
31018,5358700.5
31019,4378138.0
31020,7088355.0
31021,11993955.0
31022,20443112.0
31023,9679821.0
31024,4724979.5
31025,6039734.0
31026,6086314.5
31027,4419181.0
31028,3453362.75
31029,7914866.5
31030,6763833.0
31031,9155463.0
31032,9673916.0
31033,8286794.5
31034,7442452.0
31035,9773732.0
31036,6808066.0
31037,24796582.0
31038,4271978.0
31039,9967263.0
31040,5735235.5
31041,4225531.5
31042,3233410.25
31043,6352524.0
31044,9023033.0
31045,7321674.5
31046,13868746.0
31047,8073760.5
31048,5682355.5
31049,4306416.0
31050,7747994.0
31051,6333149.5
31052,3749848.5
31053,16558462.0
31054,6177098.0
31055,5466909.0
31056,12070376.0
31057,5634866.5
31058,7167082.5
31059,2905805.25
31060,6790027.0
31061,6549595.0
31062,6296323.5
31063,3563545.25
31064,4997250.0
31065,9823653.0
31066,4331124.0
31067,8121663.0
31068,4148088.25
31069,4483707.0
31070,4742301.0
31071,3337160.0
31072,8176320.0
31073,1845971.625
31074,7194393.0
31075,6788745.0
31076,6631863.5
31077,5645151.0
31078,4275100.0
31079,5076371.5
31080,6507090.5
31081,2875297.75
31082,10640800.0
31083,4960172.5
31084,9524099.0
31085,11905839.0
31086,3739142.75
31087,4853993.0
31088,7871388.0
31089,6336931.0
31090,32964620.0
31091,3186737.5
31092,6832789.0
31093,6144782.5
31094,6157253.5
31095,5028980.5
31096,20436366.0
31097,10557871.0
31098,10048983.0
31099,19535586.0
31100,4903156.5
31101,3986971.5
31102,5991686.5
31103,10653410.0
31104,5372291.0
31105,8933080.0
31106,4410175.5
31107,9305035.0
31108,6650421.0
31109,5390705.5
31110,9208001.0
31111,10623663.0
31112,5807835.0
31113,3491185.5
31114,4552704.5
31115,5498842.0
31116,6110951.5
31117,5992195.0
31118,3809463.0
31119,3012947.0
31120,5482870.5
31121,6334937.5
31122,5753758.0
31123,4943205.0
31124,5540479.0
31125,11888502.0
31126,18666068.0
31127,5521680.0
31128,6090327.0
31129,5505621.5
31130,12305063.0
31131,7164889.0
31132,9390168.0
31133,10493888.0
31134,6239912.0
31135,9951306.0
31136,9453948.0
31137,4265407.5
31138,6865343.5
31139,3864386.25
31140,6809910.0
31141,7633061.0
31142,9573346.0
31143,5060328.5
31144,3802301.75
31145,5901849.5
31146,5401708.0
31147,13409118.0
31148,6229364.0
31149,2077382.625
31150,8148258.0
31151,5002361.5
31152,7808635.5
31153,5357668.5
31154,16300720.0
31155,6428301.0
31156,7885851.5
31157,4005340.5
31158,9116030.0
31159,6022967.0
31160,5336058.0
31161,3401714.25
31162,4495987.5
31163,5759171.0
31164,6044862.0
31165,6065698.0
31166,5576324.0
31167,7757702.0
31168,11506765.0
31169,7017301.0
31170,5483331.0
31171,12129527.0
31172,5321848.5
31173,10753465.0
31174,10041453.0
31175,16373293.0
31176,4956942.5
31177,8100855.0
31178,4144889.25
31179,4678080.0
31180,4200504.5
31181,8782750.0
31182,6772915.0
31183,7894821.5
31184,5068133.5
31185,4223114.0
31186,8350387.0
31187,3538663.75
31188,4947903.0
31189,4895143.0
31190,7462472.5
31191,12460659.0
31192,3920920.25
31193,5258122.0
31194,10654223.0
31195,7355450.0
31196,4972913.5
31197,14383333.0
31198,5326388.0
31199,6525989.5
31200,10565586.0
31201,3828985.75
31202,3719645.25
31203,6315351.0
31204,3608598.75
31205,8662483.0
31206,5700642.0
31207,4225749.0
31208,4831750.5
31209,4068342.0
31210,5580936.5
31211,7349405.5
31212,4815663.0
31213,10648637.0
31214,6671530.0
31215,4897511.0
31216,5686790.0
31217,6872739.5
31218,8296663.5
31219,3379445.25
31220,7168436.5
31221,3708714.25
31222,6673349.5
31223,9588367.0
31224,7128704.5
31225,11252008.0
31226,6134565.0
31227,9336502.0
31228,9810695.0
31229,4634986.5
31230,5699989.5
31231,4147846.75
31232,7077945.5
31233,6421089.5
31234,6403245.5
31235,5355140.0
31236,6246015.0
31237,11066453.0
31238,6513970.5
31239,12141911.0
31240,6451417.5
31241,6263199.5
31242,6861874.5
31243,3663573.75
31244,6907249.5
31245,7889545.5
31246,11027200.0
31247,5547284.0
31248,7158981.0
31249,9580506.0
31250,5663484.5
31251,6809072.5
31252,6276569.5
31253,8862464.0
31254,5694811.5
31255,11850694.0
31256,6596792.0
31257,5070642.5
31258,8849845.0
31259,10605442.0
31260,7840655.5
31261,22105916.0
31262,5663609.5
31263,5985318.5
31264,3739292.25
31265,11838337.0
31266,7754033.0
31267,3810793.0
31268,4160024.75
31269,8127815.0
31270,4191612.75
31271,5277221.5
31272,16318701.0
31273,7679118.0
31274,5759440.0
31275,6370846.0
31276,5451285.0
31277,4879739.0
31278,14061429.0
31279,14376037.0
31280,7140611.5
31281,6752779.0
31282,11928273.0
31283,6274211.0
31284,4030515.5
31285,5232470.5
31286,7274812.5
31287,9685122.0
31288,4360965.5
31289,8892366.0
31290,5798791.0
31291,6367669.5
31292,3795273.75
31293,6803756.5
31294,3734160.75
31295,18233112.0
31296,9731062.0
31297,8524728.0
31298,3627151.0
31299,9603650.0
31300,6857635.0
31301,6320792.0
31302,5375643.0
31303,8266934.5
31304,6747410.5
31305,8458404.0
31306,3164701.5
31307,6139258.5
31308,7820157.0
31309,8643866.0
31310,61511000.0
31311,5344308.5
31312,5530765.5
31313,12024259.0
31314,6462187.0
31315,9607168.0
31316,11348784.0
31317,17400778.0
31318,8328643.0
31319,6610231.0
31320,5804678.5
31321,6831506.0
31322,6403227.0
31323,7682949.0
31324,6673324.0
31325,6016072.5
31326,5187752.0
31327,7525500.5
31328,14366580.0
31329,5457813.5
31330,11131211.0
31331,8304088.5
31332,5679424.0
31333,5195693.5
31334,4138159.0
31335,8558884.0
31336,8196212.0
31337,7375884.0
31338,4025683.0
31339,4692754.0
31340,6655706.0
31341,9597991.0
31342,5104319.0
31343,3399314.5
31344,3851086.75
31345,4943733.5
31346,3697110.25
31347,8028735.0
31348,11237038.0
31349,11034985.0
31350,3477103.75
31351,5474918.0
31352,9791907.0
31353,4892782.0
31354,7499343.0
31355,9463112.0
31356,4260862.5
31357,5074716.0
31358,2356518.75
31359,6359434.5
31360,9353381.0
31361,4706307.0
31362,9685362.0
31363,5313608.0
31364,3496960.25
31365,3662201.0
31366,6474666.5
31367,9489194.0
31368,6330764.0
31369,4229119.0
31370,9547106.0
31371,8919307.0
31372,6860834.0
31373,4985611.0
31374,6337705.0
31375,5634259.0
31376,6517661.5
31377,8871969.0
31378,5626237.5
31379,31159954.0
31380,4187509.25
31381,7617164.5
31382,5313613.0
31383,7692414.0
31384,24445090.0
31385,12786263.0
31386,8859658.0
31387,12183576.0
31388,5087314.5
31389,4348415.5
31390,7121576.5
31391,5319697.0
31392,9995058.0
31393,8509012.0
31394,5371261.5
31395,4096365.25
31396,9071350.0
31397,6903239.0
31398,2226807.0
31399,11315196.0
31400,4138364.25
31401,11281492.0
31402,9181695.0
31403,5009938.5
31404,4288726.5
31405,4035896.5
31406,5915531.0
31407,3309690.5
31408,6156202.5
31409,4236377.0
31410,11529613.0
31411,8038319.5
31412,10407518.0
31413,7552346.5
31414,4086524.75
31415,15066934.0
31416,6412399.5
31417,4609002.5
31418,7072244.0
31419,9749975.0
31420,9106889.0
31421,6911994.0
31422,6317628.0
31423,6937055.0
31424,17860274.0
31425,6051992.0
31426,4522904.5
31427,6559765.5
31428,7148352.0
31429,13584918.0
31430,4673835.0
31431,5439040.5
31432,4964181.0
31433,6095201.5
31434,3785806.25
31435,11061072.0
31436,9334240.0
31437,12190409.0
31438,8573295.0
31439,10606859.0
31440,6713968.5
31441,6524695.0
31442,7483875.0
31443,11284354.0
31444,6218407.0
31445,9424278.0
31446,13875255.0
31447,5941324.0
31448,7962950.5
31449,7412750.5
31450,6386675.0
31451,7758426.5
31452,11209423.0
31453,3028578.5
31454,5375612.0
31455,7668038.5
31456,4961028.5
31457,5181818.0
31458,16234755.0
31459,8181967.5
31460,5025806.5
31461,4598285.5
31462,3631203.75
31463,5519126.5
31464,7505346.0
31465,5161714.5
31466,51175252.0
31467,3397561.0
31468,14418849.0
31469,4921501.5
31470,5454842.5
31471,12726895.0
31472,2409654.25
31473,7491766.0
31474,4055798.25
31475,7102592.0
31476,21032308.0
31477,7021063.0
31478,5052367.5
31479,5841619.0
31480,9911999.0
31481,8376788.0
31482,9840080.0
31483,9594147.0
31484,6777560.5
31485,3126334.25
31486,2922402.0
31487,4545017.0
31488,14031450.0
31489,7586180.0
31490,4662549.0
31491,5915243.5
31492,7916429.5
31493,8817125.0
31494,5134079.5
31495,5334979.0
31496,7959671.0
31497,4470496.5
31498,5930913.0
31499,11143659.0
31500,10412383.0
31501,8773559.0
31502,9145829.0
31503,5264504.5
31504,9761846.0
31505,17237660.0
31506,7424806.5
31507,6478243.0
31508,6359647.0
31509,5470325.0
31510,5409539.0
31511,5011835.5
31512,5819516.5
31513,21936356.0
31514,25596548.0
31515,2148138.75
31516,16816076.0
31517,5798968.5
31518,7736003.0
31519,6030479.0
31520,5348611.5
31521,4799213.0
31522,4337907.5
31523,6597546.5
31524,9239652.0
31525,11131847.0
31526,5621700.0
31527,6607533.0
31528,4392500.0
31529,5850289.0
31530,6260237.5
31531,9053270.0
31532,5654914.5
31533,13887486.0
31534,7501932.0
31535,9764882.0
31536,7279836.5
31537,4225644.0
31538,4859393.5
31539,3662148.75
31540,9479443.0
31541,2703138.5
31542,5538213.0
31543,3633763.75
31544,4905574.5
31545,7507772.5
31546,12138993.0
31547,5492018.5
31548,5624912.0
31549,5598533.5
31550,5186658.5
31551,5772230.5
31552,7453304.5
31553,5924649.0
31554,7737715.0
31555,3801906.75
31556,7087023.0
31557,5845275.5
31558,9670373.0
31559,2682997.75
31560,7240875.5
31561,6879165.5
31562,35322932.0
31563,3868070.0
31564,8382589.0
31565,9191613.0
31566,5755415.5
31567,17087800.0
31568,6367299.5
31569,6729449.0
31570,6852634.5
31571,6015969.0
31572,3525479.75
31573,5458995.0
31574,11458778.0
31575,5571901.5
31576,6888028.5
31577,4878622.0
31578,8122499.5
31579,5416482.5
31580,7134826.0
31581,5391230.0
31582,6269988.5
31583,8411065.0
31584,4028816.75
31585,6582406.5
31586,12472905.0
31587,14064621.0
31588,9240850.0
31589,3492764.0
31590,5402877.5
31591,6425426.5
31592,7400756.5
31593,7231552.5
31594,8027395.5
31595,5351836.5
31596,3625947.5
31597,5600680.5
31598,3629123.25
31599,6354796.5
31600,7038896.5
31601,14607106.0
31602,5291357.5
31603,14749187.0
31604,4062526.25
31605,5029662.0
31606,6294420.5
31607,7236913.0
31608,5237942.0
31609,5386543.0
31610,7177479.5
31611,5676327.0
31612,5670689.0
31613,4823928.0
31614,15038396.0
31615,9838860.0
31616,11119476.0
31617,4388735.5
31618,6768743.5
31619,9783898.0
31620,4243020.5
31621,5621914.5
31622,33748540.0
31623,10574821.0
31624,4880828.0
31625,9776380.0
31626,5442231.5
31627,7342379.0
31628,10668438.0
31629,9750681.0
31630,3806016.75
31631,5916107.0
31632,17159522.0
31633,5104056.0
31634,8392293.0
31635,12790337.0
31636,5803073.5
31637,5492133.5
31638,7498878.0
31639,3592210.25
31640,10623927.0
31641,3866815.75
31642,3190614.5
31643,5703018.0
31644,10811605.0
31645,5923028.0
31646,8460946.0
31647,5413874.0
31648,10915331.0
31649,5816354.5
31650,6581434.0
31651,12878930.0
31652,5458225.0
31653,5307231.5
31654,5606831.5
31655,4152010.5
31656,20337636.0
31657,7108318.0
31658,4221950.5
31659,7452366.5
31660,5047830.5
31661,5000234.5
31662,6632363.5
31663,3795067.25
31664,3470464.75
31665,4224073.0
31666,5506640.0
31667,7916097.0
31668,10325147.0
31669,11975713.0
31670,6567433.5
31671,5673599.0
31672,8386715.0
31673,7009422.0
31674,8915326.0
31675,7386978.5
31676,7162040.5
31677,4845884.5
31678,4811761.0
31679,8217085.5
31680,7193048.5
31681,6200452.5
31682,3618451.25
31683,6603709.0
31684,4943252.5
31685,3544956.5
31686,12027768.0
31687,9902513.0
31688,10197695.0
31689,3684741.0
31690,7117645.0
31691,3697371.0
31692,4219463.0
31693,6303413.0
31694,6541280.5
31695,6714409.5
31696,3366385.5
31697,4932958.0
31698,3290448.75
31699,5386132.0
31700,5435452.0
31701,8791935.0
31702,5898777.0
31703,8905266.0
31704,5983589.0
31705,9479226.0
31706,5518937.5
31707,11412558.0
31708,8397928.0
31709,5039999.5
31710,10780820.0
31711,7292010.5
31712,7702125.5
31713,5570068.0
31714,5308664.0
31715,5129728.5
31716,5837237.0
31717,10053488.0
31718,4768545.5
31719,7331624.5
31720,4585612.0
31721,4466223.0
31722,5725612.0
31723,5427671.5
31724,5923056.0
31725,4935729.5
31726,12631322.0
31727,6073981.5
31728,4555092.5
31729,7066338.0
31730,3525607.5
31731,7151393.0
31732,7760795.0
31733,3594005.75
31734,4248130.5
31735,2873622.75
31736,6263056.0
31737,5208230.0
31738,5489332.0
31739,5876155.5
31740,7535080.0
31741,11536806.0
31742,12529296.0
31743,7619329.5
31744,4831257.0
31745,3652804.0
31746,9639031.0
31747,5010889.0
31748,16878288.0
31749,5478051.5
31750,8967838.0
31751,7955717.0
31752,4189554.25
31753,3793612.75
31754,7511740.5
31755,10492487.0
31756,2075511.375
31757,5985101.5
31758,5927576.5
31759,6235629.0
31760,5998038.5
31761,18664788.0
31762,2438726.0
31763,11206003.0
31764,5982967.0
31765,3898563.5
31766,8305712.0
31767,3569579.0
31768,6673655.0
31769,9364484.0
31770,3618824.0
31771,3872476.75
31772,8254691.5
31773,5650666.0
31774,6521012.5
31775,10677048.0
31776,2023821.625
31777,4124534.75
31778,9926681.0
31779,8547342.0
31780,6714551.0
31781,7109260.5
31782,5294845.5
31783,3698958.25
31784,5828492.5
31785,6270425.0
31786,4810361.5
31787,6760144.0
31788,5317171.0
31789,6042459.0
31790,3823454.0
31791,8654160.0
31792,7036050.5
31793,8173443.0
31794,6762343.0
31795,5770348.0
31796,4975945.0
31797,14385472.0
31798,7895837.5
31799,4173169.25
31800,5435659.5
31801,3358192.75
31802,6400253.5
31803,7518950.5
31804,5099750.0
31805,3461144.0
31806,7018398.5
31807,6380447.0
31808,8204760.0
31809,6408377.0
31810,3945873.25
31811,7356790.0
31812,6570058.0
31813,6238490.0
31814,5516742.5
31815,6029754.0
31816,4790680.0
31817,3388529.75
31818,6324470.0
31819,5805166.0
31820,10510835.0
31821,13473854.0
31822,5301216.5
31823,4805959.5
31824,3532506.75
31825,4687449.5
31826,5951537.0
31827,7395006.5
31828,5496776.0
31829,8463302.0
31830,6414491.5
31831,3222733.75
31832,11727294.0
31833,11163912.0
31834,6354263.5
31835,4540018.0
31836,7315679.0
31837,3387819.0
31838,7790932.0
31839,4614817.0
31840,9773024.0
31841,4940434.5
31842,7311271.5
31843,3561183.75
31844,6078292.5
31845,8663260.0
31846,4811440.0
31847,4935353.0
31848,5812090.0
31849,9235440.0
31850,6448754.0
31851,11748160.0
31852,6352797.0
31853,9482264.0
31854,6250895.0
31855,4595129.0
31856,5525251.5
31857,9174238.0
31858,11356970.0
31859,32013846.0
31860,6873664.0
31861,13695750.0
31862,6822371.5
31863,9814139.0
31864,3177542.25
31865,5099604.0
31866,3190328.5
31867,7994101.5
31868,5150336.0
31869,10137615.0
31870,3345371.75
31871,4737649.5
31872,11066792.0
31873,6159955.5
31874,4936148.5
31875,5668726.5
31876,5037030.0
31877,22239642.0
31878,3454825.5
31879,8184215.0
31880,9778711.0
31881,4597391.0
31882,14979423.0
31883,4891209.5
31884,5059942.5
31885,5674124.5
31886,8115848.5
31887,8908612.0
31888,3975793.5
31889,12052294.0
31890,4661677.5
31891,3845332.5
31892,3736348.0
31893,17349510.0
31894,7902128.0
31895,3588923.0
31896,3592244.5
31897,3499479.0
31898,4028671.0
31899,4129285.0
31900,6029547.0
31901,6783160.0
31902,6845677.5
31903,6189074.0
31904,4214556.5
31905,6813294.5
31906,4191604.25
31907,3710514.75
31908,3761672.0
31909,7172484.5
31910,4194948.0
31911,3800743.0
31912,6335722.5
31913,6960514.0
31914,6275731.5
31915,7081949.5
31916,4278032.5
31917,5273800.5
31918,4543444.0
31919,6586626.5
31920,3866340.25
31921,4723939.0
31922,5962950.5
31923,8814418.0
31924,10238077.0
31925,6431342.0
31926,8396415.0
31927,11233802.0
31928,6887358.5
31929,14839936.0
31930,7455636.5
31931,6138474.5
31932,8256085.5
31933,7430863.0
31934,5558950.5
31935,4807523.0
31936,4040228.75
31937,6315080.0
31938,5442304.0
31939,5872441.5
31940,7247556.0
31941,31565466.0
31942,5596702.5
31943,8007851.5
31944,3954138.0
31945,5359748.5
31946,10474032.0
31947,8286502.0
31948,6315526.0
31949,8886787.0
31950,12068189.0
31951,5374638.5
31952,5529405.0
31953,3677600.25
31954,10695801.0
31955,4637595.5
31956,8344002.5
31957,4390644.5
31958,4175478.0
31959,12104983.0
31960,6635678.5
31961,8209440.5
31962,4586522.0
31963,7207633.0
31964,4790922.5
31965,6158269.5
31966,12399586.0
31967,12046089.0
31968,6591792.0
31969,22556024.0
31970,5778514.5
31971,3937359.0
31972,5220279.0
31973,4905569.5
31974,6997453.0
31975,3999535.0
31976,4221322.5
31977,8962195.0
31978,5138277.5
31979,4550226.0
31980,4776779.5
31981,6162088.5
31982,8701523.0
31983,11588699.0
31984,7396819.0
31985,4767995.5
31986,4106331.25
31987,6113866.5
31988,7611297.0
31989,12753626.0
31990,3417800.75
31991,9440937.0
31992,4590057.5
31993,8232514.5
31994,6750873.0
31995,6886314.0
31996,11024824.0
31997,5420967.5
31998,3761295.25
31999,5404650.5
32000,6143347.0
32001,62701352.0
32002,21890630.0
32003,9560973.0
32004,6805171.0
32005,4704009.5
32006,15480884.0
32007,9594880.0
32008,6467902.5
32009,3730814.75
32010,7270443.0
32011,4900332.5
32012,1804560.125
32013,5417587.5
32014,5241849.5
32015,7454534.5
32016,6558126.5
32017,10248471.0
32018,6888297.5
32019,5768939.5
32020,5466789.0
32021,8258960.0
32022,5173690.5
32023,3991091.5
32024,5789905.5
32025,5548940.0
32026,4558821.5
32027,7283552.5
